user_id,ISBN,title,book_rating
174914,0689848684,Orfe,7
197659,0441790348,Stranger in a Strange Land (Remembering Tomorrow),9
14768,0316666343,The Lovely Bones: A Novel,8
57148,0971880107,Wild Animus,1
130705,034540047X,The Hotel New Hampshire,9
152942,0375702709,A Lesson Before Dying (Vintage Contemporaries (Paperback)),9
184299,0060987103,Wicked: The Life and Times of the Wicked Witch of the West,7
223253,0385424728,The Chamber,10
115572,0064471063,The Horse and His Boy,9
128085,0385504209,The Da Vinci Code,10
196738,0345384369,Intensity,7
218068,0805063889,Nickel and Dimed: On (Not) Getting By in America,6
244359,0440221471,The Runaway Jury,5
244915,0451137965,Thinner,8
69971,0312422156,Middlesex: A Novel,7
152946,0380704587,The Ladies of Missalonghi,7
44320,006099486X,"The Professor and the Madman: A Tale of Murder, Insanity, and the Making of The Oxford English Dictionary",7
56959,0140262032,Revenge of the Cootie Girls: A Robin Hudson Mystery (Robin Hudson Mysteries (Paperback)),9
114368,0671759329,Darkest Hour (Cutler),5
643,0671894455,FORREST GUMP (Movie Tie in),7
105517,0316107387,Night of the Mary Kay Commandos Featuring Smell O-Toons,6
174914,0316769487,The Catcher in the Rye,10
13331,0553580272,"House Atreides (Dune: House Trilogy, Book 1)",5
123883,0515093556,Belinda,5
138844,0060987103,Wicked: The Life and Times of the Wicked Witch of the West,9
51883,0380710722,It's Always Something,7
80071,0316776963,Me Talk Pretty One Day,8
85534,0553583956,Safe Harbor,8
170499,0060930535,The Poisonwood Bible: A Novel,10
243294,031205436X,Generation X: Tales for an Accelerated Culture,10
95359,0141001771,Welcome to My Planet: Where English Is Sometimes Spoken,9
149934,0786889004,Dixie City Jam,6
111133,0679446486,Airframe,9
138844,0385336179,Shopaholic Ties the Knot,10
202195,0446607657,When the Wind Blows,5
275994,0446611212,Violets Are Blue,7
87938,0064471101,The Magician's Nephew (rack) (Narnia),9
43004,0316602906,The Big Bad Wolf: A Novel,7
110934,0345435249,Darwin's Radio,7
6251,014017737X,The Pearl,9
12348,0553269631,The Heart Is a Lonely Hunter,8
28543,0028604199,Once upon a More Enlightened Time: More Politically Correct Bedtime Stories,7
165759,044022165X,The Rainmaker,5
183088,0441104029,"Children of Dune (Dune Chronicles, Book 3)",7
39227,0553269828,"Sundiver (The Uplift Saga, Book 1)",9
55892,0316603287,The Lake House,5
109574,0449002632,London : The Novel,8
136348,0743206045,Daddy's Little Girl,5
140226,3499226375,Mondscheintarif,7
194172,0374129983,The Corrections,9
224904,0451196716,The Long Walk,5
229329,1400031354,Tears of the Giraffe (No.1 Ladies Detective Agency),8
229502,034529873X,Moreta: Dragonlady of Pern,9
259629,0312924585,Silence of the Lambs,10
261829,0440206154,Red Dragon,9
274004,0312422156,Middlesex: A Novel,8
58612,0515135062,Three Fates,8
114988,0679429220,Midnight in the Garden of Good and Evil: A Savannah Story,7
136326,0345452534,The Murder Book,8
185402,0060959037,Prodigal Summer: A Novel,8
247129,0446601241,Kiss the Girls,8
31315,0345301110,Story of O,5
51627,0886775507,"The Ghatti's Tale (Finder-Seekers, Book One)",6
91113,0375500510,Black and Blue : A Novel,8
115003,0743237188,Fall On Your Knees (Oprah #45),6
144194,0767905180,Jemima J: A Novel About Ugly Ducklings and Swans,10
273979,0142001430,Year of Wonders,9
101606,0684801221,OLD MAN AND THE SEA,9
134556,038070613X,Taliesin : Book One of the Pendragon Cycle (Pendragon Cycle),9
80803,202025462X,Hygiene De Lassassin,4
106007,0380973650,American Gods: A Novel,9
108773,006019491X,Daughter of Fortune : A Novel (Oprah's Book Club (Hardcover)),10
263877,074343627X,Dreamcatcher,7
40889,0671741187,Where Are the Children?,9
83671,0345350499,The Mists of Avalon,10
108753,0345378490,Congo,8
110973,0061054437,Waking the Moon,9
242073,0345384911,Crystal Line,3
80538,0345417623,Timeline,8
129084,0312924585,Silence of the Lambs,9
11206,0688180639,Vinegar Hill (Oprah's Book Club (Hardcover)),6
48025,0440213525,The Client,7
276521,0380703882,Communion : A True Story,8
133416,0553584510,The Survivors Club,9
209756,080411918X,A Patchwork Planet,4
220597,0553572997,The Alienist,9
244189,0446394521,Daisy Fay and the Miracle Man,7
3344,0671027360,Angels &amp; Demons,8
251613,0440343194,Illusions,9
272573,0671729462,My Sweet Audrina,5
111637,0375706410,Waiting (Vintage International),5
44852,0060930535,The Poisonwood Bible: A Novel,5
136491,0375705856,Plainsong (Vintage Contemporaries),10
144555,0804106304,The Joy Luck Club,9
154992,0380973545,Letters from a Nut,10
155147,0671867296,Imzadi (Star Trek: The Next Generation),4
247447,0671003348,Come the Spring (Clayborne Brothers),9
253949,0553277472,Zen and the Art of Motorcycle Maintenance: An Inquiry into Values,6
143415,0060915544,The Bean Trees,8
248805,0743436210,Hearts in Atlantis,9
10560,0515134473,Burnt Offerings (Anita Blake Vampire Hunter (Paperback)),8
37644,006440630X,The Midwife's Apprentice (Trophy Newbery),5
39773,0446608955,A Walk to Remember,8
110973,0842329250,Soul Harvest: The World Takes Sides (Left Behind No. 4),8
218568,1400031346,The No. 1 Ladies' Detective Agency,8
219974,0312289723,Ten Big Ones: A Stephanie Plum Novel,7
214234,0439139600,Harry Potter and the Goblet of Fire (Book 4),10
8362,0060173289,Divine Secrets of the Ya-Ya Sisterhood : A Novel,8
273979,0684853523,On Writing,6
238864,0380813815,"Lamb : The Gospel According to Biff, Christ's Childhood Pal",10
5582,067973225X,As I Lay Dying: The Corrected Text (Vintage International),10
79441,0671004107,Contact,8
136037,3257229534,Der Vorleser,8
140005,0374129983,The Corrections,9
242083,0440236673,The Brethren,5
270713,0345337662,Interview with the Vampire,6
110934,0312282990,The Amazing Adventures of Kavalier &amp; Clay,8
255858,0451181379,The Door to December,7
128790,0590112899,"The Subtle Knife (His Dark Materials, Book 2)",8
259320,0451156609,The Tommyknockers,4
76151,0312284683,Faking It,10
206016,015216250X,So You Want to Be a Wizard: The First Book in the Young Wizards Series,10
101041,0446612790,2nd Chance,8
276680,0684826127,WATER WITCHES,6
5728,0451166582,The Eyes of the Dragon,9
12784,0316969680,The Beach House,7
88620,1573227889,Tipping the Velvet,8
99126,0440439884,Island of the Blue Dolphins,7
163804,0452282195,The Bluest Eye,5
164777,0446667900,A Darkness More Than Night,9
235543,0140366784,Jane Eyre (Puffin Classics),8
2033,0688149790,Babyhood,8
82497,0515127833,River's End,8
233648,0446531332,Nights in Rodanthe,8
254465,0446603929,See How They Run,10
198046,0345447409,Until Dark,9
116210,0553274503,Flowers for Algernon (Bantam Classic),9
125027,0345422384,Pandora: New Tales of the Vampires (New Tales of the Vampires),5
185233,0670813648,Misery,5
203240,1573223425,Blue Shoe,6
76483,0373250290,Carrie Pilby (Red Dress Ink (Paperback)),8
78783,0316666343,The Lovely Bones: A Novel,10
142256,0425192733,Portrait of a Killer: Jack the Ripper-- Case Closed (Berkley True Crime),10
95991,0449221512,I Is for Innocent,7
101305,0684874350,ANGELA'S ASHES,7
140879,0452282152,Girl with a Pearl Earring,8
43246,0375412824,The Dive From Clausen's Pier (Alex Awards),8
215693,0894805770,What to Expect the First Year,3
248464,0312288115,Confessions of a Sociopathic Social Climber : The Katya Livingston Chronicles (Katya Livingston Chronicles (Hardcover)),1
265313,0452283442,The Darwin Awards: Evolution in Action,8
108285,044021145X,The Firm,10
109605,0452283086,The Cross-Country Quilters,10
203240,0142001740,The Secret Life of Bees,5
207259,0446604402,The Laws of Our Fathers,8
220664,0804114986,The Bonesetter's Daughter,7
41084,0446603392,Strange Highways,8
98988,0553272535,Night,10
143163,1558744630,Chicken Soup for the Teenage Soul (Chicken Soup for the Soul),10
251164,0375727345,House of Sand and Fog,7
8250,0451166582,The Eyes of the Dragon,8
140451,0553582526,Dust to Dust,8
159822,0316666343,The Lovely Bones: A Novel,8
163804,0380731851,Mystic River,8
220945,055356773X,The Cereal Murders,7
174638,060980619X,God Save the Sweet Potato Queens,10
253311,0449006530,Midnight Voices,7
167587,0142000205,Icy Sparks,7
241565,0380778556,Rebecca,5
43481,0385337639,Crow Lake (Today Show Book Club #7),9
48630,0446527785,A Bend in the Road,7
39441,0316284955,White Oleander : A Novel (Oprah's Book Club),6
77809,0345436911,The Dress Lodger (Ballantine Reader's Circle),5
138018,0425192733,Portrait of a Killer: Jack the Ripper-- Case Closed (Berkley True Crime),1
230428,0671004573,Before I Say Good-Bye,9
236283,1558744592,A 4th Course of Chicken Soup for the Soul: 101 More Stories to Open the Heart and Rekindle the Spirit,10
86481,0679450408,Silent Witness,9
243951,0345441036,Black House,10
3840,051513287X,Face the Fire (Three Sisters Island Trilogy),9
70666,044022330X,Rush Limbaugh Is a Big Fat Idiot: And Other Observations,5
201641,0440226104,Black and Blue,9
5539,0671027387,Deception Point,10
19362,0425147584,Debt of Honor (Jack Ryan Novels),5
39773,0609610597,"The Shelters of Stone (Earth's Children Series, No 5)",6
135045,0671024248,Hearts In Atlantis,9
141493,0440235162,The Smoke Jumper,8
254899,0140042520,Dharma Bums,9
110912,0399146431,The Bonesetter's Daughter,9
167746,0375706771,Midwives: A Novel,9
21930,0425119653,Mutation,1
54589,0671873202,Hidden Jewel (Landry),7
75149,0156005891,Eden Close,7
46443,055356983X,Anne Frank's Tales from the Secret Annex,9
75491,044651652X,The Bridges of Madison County,8
135799,038082101X,Daughter of Fortune: A Novel,4
265889,0064472795,"Princess in the Spotlight (The Princess Diaries, Vol. 2)",9
274061,0345347536,A Spell for Chameleon (Xanth Novels (Paperback)),10
22695,0140296298,Riding in Cars With Boys: Confessions of a Bad Girl Who Makes Good,8
77868,0380792745,The Lust Lizard of Melancholy Cove,7
91184,0836204387,The Calvin and Hobbes Tenth Anniversary Book,5
60337,0878578730,The Doctor's Book of Home Remedies : Thousands of Tips and Techniques Anyone Can Use to Heal Everyday Health Problems,7
67288,0553584510,The Survivors Club,9
176114,0553573136,Couplehood,10
247010,0515132020,Heaven and Earth (Three Sisters Island Trilogy),9
248749,0156006219,The Magician's Assistant,8
99146,031242227X,Running with Scissors: A Memoir,9
11724,0515090166,The Cat Who Saw Red,9
53236,0064401847,Bridge to Terabithia,8
94923,0345378490,Congo,6
131437,0345436911,The Dress Lodger (Ballantine Reader's Circle),6
150661,0425168298,Secret Prey,6
181176,0553582755,One Door Away from Heaven,8
150979,0894805770,What to Expect the First Year,9
206438,0451190491,The Two Dead Girls (Green Mile Series),10
225191,0671025341,"A Rage To Kill and Other True Cases : Anne Rule's Crime Files, Vol. 6 (Ann Rule's Crime Files)",7
225199,0671510053,SHIPPING NEWS,8
235506,0688163165,Mystic River,7
32516,0449910571,Ladder of Years,10
95360,0345350499,The Mists of Avalon,9
246311,0142002267,"Word Freak: Heartbreak, Triumph, Genius, and Obsession in the World of Competitive Scrabble Players",9
113270,0380730138,Vinegar Hill (Oprah's Book Club (Paperback)),9
136491,0590484753,Talking to Dragons (Enchanted Forest Chronicles (Paperback)),9
206202,0553294385,"I, Robot",9
247518,0312971346,High Five (A Stephanie Plum Novel),6
89507,0971880107,Wild Animus,5
110317,0440901588,A Swiftly Tilting Planet,7
23571,0064471055,Prince Caspian (rack) : The Return to Narnia (Narnia),10
29306,0385482388,The Mistress of Spices,9
243785,0440221315,The Gift,5
4795,0375705856,Plainsong (Vintage Contemporaries),10
83166,0312291639,The Nanny Diaries: A Novel,7
131622,0553580221,False Memory,7
167517,0802130208,A Confederacy of Dunces (Evergreen Book),9
49900,0671795538,Perfect,8
100115,0440213029,The Lilac Bus: Stories,6
227520,051512317X,Rising Tides,9
39646,0671027638,The Fuck Up,4
17183,0452284449,The Virgin Blue,6
60244,0385722435,Ella Minnow Pea: A Novel in Letters,7
7283,0060934417,Bel Canto: A Novel,10
38933,0802130208,A Confederacy of Dunces (Evergreen Book),5
87929,0679785892,Fear and Loathing in Las Vegas : A Savage Journey to the Heart of the American Dream,8
123625,0140293450,About a Boy,7
238540,038000917X,Rebecca,6
242083,0345337662,Interview with the Vampire,7
129338,0553580221,False Memory,9
137589,0440220602,The Chamber,6
197659,0804105820,It Was on Fire When I Lay Down on It,8
275074,0679746048,"Girl, Interrupted",10
76151,1551669498,Girls Night,2
78973,0743424425,The Shining,8
98723,0451186923,The Deep End of the Ocean,8
115572,0345443683,"Blackwood Farm (Rice, Anne, Vampire Chronicles.)",8
46671,0440214041,The Pelican Brief,8
81368,1400032717,The Curious Incident of the Dog in the Night-Time (Vintage Contemporaries),9
120565,0811811409,"The Venetian's Wife: A Strangely Sensual Tale of a Renaissance Explorer, a Computer, and a Metamorphosis",8
40943,0553213172,Anne of the Island,10
197659,074322423X,Self Matters : Creating Your Life from the Inside Out,9
259006,0399501487,Lord of the Flies,9
142524,1573227889,Tipping the Velvet,8
173511,0446527785,A Bend in the Road,6
174633,0061099015,The Great and Secret Show,10
242083,0679734775,The House on Mango Street (Vintage Contemporaries),5
49900,0671742558,Almost Heaven,8
126388,0451169514,It,9
154182,0786883375,Don't Sweat the Small Stuff with Your Family : Simple Ways to Keep Daily Responsibilities and Household Chaos from Taking Over Your Life (Don't Sweat the Small Stuff Series),7
160819,080411109X,The Hundred Secret Senses,10
186570,0671789422,Possessing the Secret of Joy,10
145165,0671729462,My Sweet Audrina,8
226545,0345452704,Dying to Please,8
65913,0743454146,The Footprints of God : A Novel,10
66680,0446521582,The Honk and Holler Opening Soon,5
81950,0971880107,Wild Animus,6
95359,0060977337,Downsize This! Random Threats from an Unarmed American,8
268262,0060977493,The God of Small Things,10
79977,0891073906,This Present Darkness,7
114643,0380718340,Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback)),9
207835,0151006725,Slammerkin,5
261105,068484477X,STONES FROM THE RIVER,6
263163,0553213164,Anne of Windy Poplars (Anne of Green Gables Novels (Paperback)),8
35445,0515130389,Carolina Moon,5
80776,0446527033,The Switch,6
196282,0440214920,Drawing Blood,4
252827,0552998931,Chocolat,10
14456,0451167716,The Godfather,9
96475,0446673544,Sex &amp; the City,6
62891,0316666343,The Lovely Bones: A Novel,6
149934,0140053204,Travels With Charley: In Search of America,9
165781,0671027387,Deception Point,7
57713,0345386108,Winter Moon,5
98297,0345316509,Job: A Comedy of Justice,10
128696,0804111359,Secret History,8
102705,0156006529,Where or When  : A Novel,10
78783,0440235596,Tara Road,9
102032,0380719223,"Mariel of Redwall (Redwall, Book 4)",5
266056,0446610038,1st to Die: A Novel,7
55892,0446350982,Presumed Innocent,9
95452,0375826688,"Eragon (Inheritance, Book 1)",9
123981,0671528203,Stillwatch,7
2358,0671746065,The Hitchhiker's Guide to the Galaxy,8
53418,0345418263,The Princess Bride: S. Morgenstern's Classic Tale of True Love and High Adventure (Ballantine Reader's Circle),10
83671,0345425308,Violin,5
196466,0060987529,Confessions of an Ugly Stepsister : A Novel,7
212385,0804108749,Saint Maybe,6
178667,0345439104,Drowning Ruth (Oprah's Book Club),7
229551,0140067779,Obasan,10
2033,051513628X,Key of Light (Key Trilogy (Paperback)),6
156214,0061042943,Final Appeal,9
170861,0316603287,The Lake House,2
3827,0345413350,"The Golden Compass (His Dark Materials, Book 1)",7
52521,0446601241,Kiss the Girls,10
180348,0515107662,The Sherbrooke Bride (Bride Trilogy (Paperback)),9
27383,0446360589,The Burden of Proof,7
59172,0449005909,Nightshade,10
112559,0887307876,"The Dilbert Principle: A Cubicle'S-Eye View of Bosses, Meetings, Management Fads &amp; Other Workplace Afflictions",5
128732,0553582755,One Door Away from Heaven,8
238231,034540288X,The Lost World,9
60050,0590353403,Harry Potter and the Sorcerer's Stone (Book 1),10
102262,0316769487,The Catcher in the Rye,9
138844,0679433740,Paradise,8
240131,0446672211,Where the Heart Is (Oprah's Book Club (Paperback)),9
98026,0451208765,Sleep No More,10
149069,0740704818,The Blue Day Book,8
246247,0842329250,Soul Harvest: The World Takes Sides (Left Behind No. 4),9
72530,0385474016,"Like Water for Chocolate: A Novel in Monthly Installments With Recipes, Romances and Home Remedies",8
243879,0151008116,Life of Pi,10
81848,0767905180,Jemima J: A Novel About Ugly Ducklings and Swans,8
271705,0312278586,The Nanny Diaries: A Novel,8
72975,0440234743,The Testament,7
114444,0451132378,Pet Sematary,6
167517,0553578316,Sticks &amp; Scones,4
181796,059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),10
269353,0679433740,Paradise,7
5582,0345334531,Feast of All Saints,8
27472,0743211375,From a Buick 8 : A Novel,6
59172,0451170385,Four Past Midnight,9
226462,0060519134,Savannah Blues,8
259118,0671042556,Blackbird: A Childhood Lost and Found,9
240051,0671534726,Heart Song (Logan),5
83306,0671036505,The Vineyard,9
100471,0316601950,The Pilot's Wife : A Novel,6
120396,0440222818,Guilt,9
204964,0553562614,Snow Crash,9
10985,0312150601,Behind the Scenes at the Museum : A Novel,9
23768,0440204194,Firefly Summer,5
46398,0060391626,I Know This Much Is True (Oprah's Book Club),10
65837,0821772953,The Morning After,6
67198,0440220653,The Face on the Milk Carton,9
79977,0425143325,Without Remorse,7
202462,042517400X,"Night Moves (Tom Clancy's Net Force, No. 3)",7
224635,8478884955,Harry Potter y la cÃ¡mara secreta,7
16777,0451523733,Adventures of Huckleberry Finn,7
163202,0441783589,Starship Troopers,10
170767,0373218974,Temptation,9
112953,0679746048,"Girl, Interrupted",9
168144,0385315309,Five Days in Paris,5
52917,0140262032,Revenge of the Cootie Girls: A Robin Hudson Mystery (Robin Hudson Mysteries (Paperback)),8
55892,0553289691,SKINNY LEGS AND ALL,9
107301,0553284789,F Is for Fugitive (Kinsey Millhone Mysteries (Paperback)),7
183061,1558745157,The Lost Boy: A Foster Child's Search for the Love of a Family,9
228311,0805063897,Nickel and Dimed: On (Not) Getting By in America,8
230293,0786868716,The Five People You Meet in Heaven,7
274612,0802132952,Naked Lunch,7
30531,0451169530,The Stand: Complete and Uncut,8
53304,0399146253,The Last Precinct,8
150561,0425154092,From Potter's Field,9
65484,0446354732,Nothing Lasts Forever,10
78996,0446353957,Mirror Image,8
63625,0156528207,The Little Prince,10
223156,044021145X,The Firm,10
177432,0380752891,"Man from Mundania (Xanth Trilogy, No 12)",8
225379,0553212478,Frankenstein (Changing Our World),10
227447,0425174271,Certain Prey,8
243491,0385504209,The Da Vinci Code,10
276038,044651652X,The Bridges of Madison County,10
195374,0786881852,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),8
49212,0689711816,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,10
73469,0064400581,Julie of the Wolves (Julie of the Wolves),8
224923,0451156609,The Tommyknockers,7
47594,0385498802,Bee Season: A Novel,8
52199,0312979983,Night Pleasures (Dark-Hunters),9
114368,0385472943,The Runaway Jury,8
202885,0553268880,The Prince of Tides,9
238065,0452282195,The Bluest Eye,7
114544,0140244824,Songs in Ordinary Time (Oprah's Book Club (Paperback)),8
3331,0425161242,Chromosome 6,10
23872,0345301110,Story of O,8
140879,0060934719,stardust,8
110973,0684867621,The Girl Who Loved Tom Gordon : A Novel,9
160735,051511992X,That Camden Summer,6
161039,0670858692,Rose Madder,8
218875,0060928336,Divine Secrets of the Ya-Ya Sisterhood: A Novel,10
59559,0060392452,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!,5
166753,0061094129,Legal Tender,9
98263,0345443284,While I Was Gone,8
229417,0345443284,While I Was Gone,8
4092,0671027360,Angels &amp; Demons,7
6431,0439136350,Harry Potter and the Prisoner of Azkaban (Book 3),10
37400,1400033543,You Shall Know Our Velocity,5
71739,3453007867,Friedhof der Kuscheltiere. Roman.,9
73588,0451409000,Messiah,7
128331,0385721676,Oryx and Crake,10
188589,0804106304,The Joy Luck Club,9
218552,015216250X,So You Want to Be a Wizard: The First Book in the Young Wizards Series,4
86145,0553212451,The Jungle (Bantam Classics),8
124720,038542471X,The Client,8
152186,0449225151,A Place Called Freedom,8
156150,0671027360,Angels &amp; Demons,6
185771,0671660632,Dirk Gently's Holistic Detective Agency,7
113334,0671003364,Ransom,8
239468,0140293442,Fever Pitch,7
176576,0312195516,The Red Tent (Bestselling Backlist),7
264082,0373243286,"Irish Rebel (Special Edition, 1328)",10
76151,0441304834,Guilty Pleasures (Anita Blake Vampire Hunter (Paperback)),10
209684,0425132951,The House of Thunder,8
227836,0441005748,Blue Moon (Anita Blake Vampire Hunter),9
234359,038533334X,Charming Billy,6
122040,0802132758,Rosencrantz &amp; Guildenstern Are Dead,8
276167,0345350472,Blade Runner: (Do Androids Dream of Electric Sheep),8
3675,8495501198,Memorias de una geisha,4
163358,0679746048,"Girl, Interrupted",10
31556,034529873X,Moreta: Dragonlady of Pern,8
96744,0425158632,Executive Orders (Jack Ryan Novels),8
138578,0451206525,Dead Sleep,10
154070,0373218192,Engaging The Enemy,6
169779,0345353145,Sphere,9
24933,0446525804,Last Man Standing,10
69078,0684874350,ANGELA'S ASHES,9
16795,0786868716,The Five People You Meet in Heaven,8
108485,0449206475,The Witches of Eastwick,7
170792,0380709562,"Ramona Quimby, Age 8 (Avon Camelot Books (Paperback))",9
271558,0380718340,Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback)),7
3346,0345413350,"The Golden Compass (His Dark Materials, Book 1)",8
112001,0515120006,Holding the Dream (Dream Trilogy),10
204864,0156027321,Life of Pi,10
76019,0590660543,Northern Lights (His Dark Materials S.),8
168144,0060926317,Mutant Message Down Under,10
6345,0451183665,A Case of Need,10
16634,0670855030,Insomnia,8
51992,0786867647,Lucky Man: A Memoir,8
132290,0451170113,Night Shift,10
137589,006098824X,Getting Over It,7
144455,0553579754,Fear Nothing,10
1733,0446364762,The Stars Shine Down,5
10560,0515134503,Obsidian Butterfly (Anita Blake Vampire Hunter (Paperback)),9
93364,0345339681,The Hobbit : The Enchanting Prelude to The Lord of the Rings,10
104399,0345369335,The Renegades of Pern (Dragonriders of Pern (Paperback)),8
30711,0345404114,Sleepers,5
210959,0451142934,Skeleton Crew,8
36836,0373250258,Fashionistas (Red Dress Ink (Paperback)),10
42847,0385503954,Atonement: A Novel,8
100459,0671021001,She's Come Undone (Oprah's Book Club),8
54283,0060199652,Prodigal Summer,10
100906,0345368932,All the Weyrs of Pern (Dragonriders of Pern (Paperback)),7
142524,0743469801,Why Girls Are Weird : A Novel,7
54206,0399150838,"So Many Books, So Little Time: A Year of Passionate Reading",7
104939,0440241073,The Summons,8
22625,0345339681,The Hobbit : The Enchanting Prelude to The Lord of the Rings,10
237264,0439136369,Harry Potter and the Prisoner of Azkaban (Book 3),9
267642,0425169863,Point of Origin,5
89852,0060928336,Divine Secrets of the Ya-Ya Sisterhood: A Novel,10
93698,0671042572,Jewel (Oprah's Book Club),8
180378,0345323440,Footfall,10
210485,014025448X,At Home in Mitford (The Mitford Years),9
17950,0684853507,BAG OF BONES : A NOVEL,10
92405,0446608653,The Alibi,9
229742,0140254544,A Light in the Window (The Mitford Years),9
69971,038079439X,Expendable,9
276017,0515136379,Key of Knowledge (Key Trilogy (Paperback)),7
2287,0425147622,The Body Farm,7
70541,0380730448,"The Adrian Mole Diaries : The Secret Diary of Adrian Mole, Aged 13 3/4 : The Growing Pains of Adrian Mole",10
76575,8433969978,El Libro de Las Ilusiones,8
94242,8495501074,Ensayo sobre la ceguera,5
148744,0515129941,The Cat Who Robbed a Bank (Cat Who... (Paperback)),8
162738,0451172817,Needful Things,9
57725,0688170528,The Pact: A Love Story,10
122793,0375506039,Open House,10
154075,0399145923,Carolina Moon,8
245295,0679735771,American Psycho (Vintage Contemporaries),6
2437,0515114693,Born in Fire,9
180280,3551551685,Harry Potter und die Kammer des Schreckens,10
73923,0679721886,The Woman Warrior : Memoirs of a Girlhood Among Ghosts,5
124207,0671041789,The Green Mile,9
227705,067976402X,Snow Falling on Cedars,8
273978,0380780860,Murder on a Girls' Night Out: A Southern Sisters Mystery,6
37227,0446394521,Daisy Fay and the Miracle Man,9
174034,0425154092,From Potter's Field,7
181687,0385484518,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",8
186768,0679745653,Breakfast at Tiffany's: And Three Stories (First Vintage International),10
99616,0446322180,Name of the Rose-Nla,5
129338,0425107469,Watchers,8
179718,1551668866,Twilight Hunger,10
232945,044661064X,The First Counsel,8
236340,0440225299,Numbered Account,7
28204,0679736042,Toujours Provence (Vintage Departures),10
66574,0393319296,Invisible Monsters,8
242752,0060976497,Ten Stupid Things Women Do to Mess Up Their Lives,3
263877,0671027360,Angels &amp; Demons,9
130474,0385510438,The Last Juror,10
61901,0446609323,Black Friday,8
251019,0446611611,City of Bones,8
270352,0425179613,It's Not About the Bike: My Journey Back to Life,5
56663,0440213290,The Copper Beech,9
186527,0553268880,The Prince of Tides,8
204864,014062063X,Dracula (Penguin Popular Classics),10
178797,0380977788,Coraline,9
206016,0345368932,All the Weyrs of Pern (Dragonriders of Pern (Paperback)),10
64241,155874262X,Chicken Soup for the Soul (Chicken Soup for the Soul),8
212109,1573222267,Blue Shoe,2
214641,0553213180,Anne's House of Dreams,7
246820,0375501347,Amy and Isabelle,8
259316,3257228007,Das Parfum: Die Geschichte Eines Morders,3
101305,0060175966,The Professor and the Madman,8
218976,0440407079,Blubber (Yearling Books (Paperback)),6
9177,0345391055,Disclosure,8
49842,0515131229,Dance upon the Air (Three Sisters Island Trilogy),10
84024,0446675059,The Honk and Holler Opening Soon,9
136747,0842329218,Tribulation Force: The Continuing Drama of Those Left Behind (Left Behind No. 2),10
170702,0425161242,Chromosome 6,8
187822,0812509250,Xenocide (Ender Wiggins Saga (Paperback)),7
62464,052594527X,Girl With a Pearl Earring,10
105313,0671693816,Wifey,7
168387,0525945814,Falling Angels,9
179791,0451183665,A Case of Need,9
204591,034544356X,"Seduced By Moonlight (Hamilton, Laurell K)",10
20751,080410526X,All I Really Need to Know,5
66073,0380778726,"Ruby Slippers, Golden Tears",8
128732,0425181111,Strangers,10
144531,0440498058,A Wrinkle In Time,8
166596,0345382323,The PMS Outlaws : An Elizabeth MacPherson Novel,8
90653,0812575717,Ender's Shadow,10
158034,0836220854,Far Side Gallery 2,7
183524,0380729342,Tales from Watership Down,9
203240,0380978415,"Fluke : Or, I Know Why the Winged Whale Sings",8
41892,0375706410,Waiting (Vintage International),10
138844,0316899984,"River, Cross My Heart",8
182527,0670894184,Back Roads,6
247447,0373250185,Strapless (Red Dress Ink (Paperback)),8
18082,0446604275,Primary Colors: A Novel of Politics,8
40889,0515124214,Inner Harbor (Quinn Brothers (Paperback)),10
95359,0786867647,Lucky Man: A Memoir,8
115003,0061009059,One for the Money (Stephanie Plum Novels (Paperback)),7
219387,067101420X,"Forever... : A Novel of Good and Evil, Love and Hope",5
29526,0439136350,Harry Potter and the Prisoner of Azkaban (Book 3),10
46398,0399142789,Conversations with God : An Uncommon Dialogue (Book 1),9
57105,0060931418,Their Eyes Were Watching God,9
127813,0440180295,Slaughterhouse Five or the Children's Crusade: A Duty Dance With Death,9
128588,0140133488,Crossing to Safety,8
218760,0446675059,The Honk and Holler Opening Soon,5
27317,0553582747,From the Corner of His Eye,9
41781,0312982518,The Sigma Protocol,9
54898,0440215625,Dragonfly in Amber,10
129074,0671534645,Apollo 13 : Lost Moon,9
177090,0373218192,Engaging The Enemy,6
184904,0140481389,The Crucible: A Play in Four Acts (Penguin Plays),6
86145,0451205561,The Chocolate Cat Caper,6
224809,0525947914,Just One Look,9
59933,0345370775,Jurassic Park,8
128085,0312995423,Digital Fortress : A Thriller,9
47512,0446604402,The Laws of Our Fathers,2
189392,0380978415,"Fluke : Or, I Know Why the Winged Whale Sings",7
49109,0449003795,P Is for Peril,5
171118,0440204208,Blood Shot (V.I. Warshawski Novels (Paperback)),4
204864,0553278274,A Night to Remember,10
251394,0385722206,Balzac and the Little Chinese Seamstress : A Novel,9
41781,0425192032,Lightning,9
108285,0345378490,Congo,9
171904,8478886451,Harry Potter y el cÃ¡liz de fuego,10
